route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
217,"0_3","0_3_21702_217_30057","Petruš. nas.",,0,21702,"217_5"
174,"0_3","0_3_18201_174_30003","Hru. Kupljenski",,0,18201,"174_10"
134,"0_3","0_3_13401_134_30095","Prečko",,0,13401,
279,"0_3","0_3_27901_279_30031","Novi Jelkovec",,0,27901,"279_6"
269,"0_3","0_3_26903_269_30050","Borongaj",,1,26903,"269_15"
148,"0_3","0_3_14801_148_30019","Reljkovićeva",,0,14801,"148_1"
109,"0_3","0_3_10901_109_30048","Črnomerec",,1,10901,"109_2"
274,"0_3","0_3_27001_274_30007","Laktec",,0,27001,"274_4"
290,"0_3","0_3_29002_290_30021","V. Gorica",,0,29002,"290_1"
164,"0_3","0_3_16001_164_30006","Savski most",,1,16001,"164_6"
264,"0_3","0_3_26401_264_30005","Jesenovec",,0,26401,"264_1"
142,"0_3","0_3_14201_142_30011","Vrapčanska aleja",,0,14201,"142_1"
140,"0_3","0_3_14002_140_30010","Mihaljevac",,1,14002,"140_9"
132,"0_3","0_3_13201_132_30007","G.Breg-Brezo.",,0,13201,"132_5"
208,"0_3","0_3_20801_208_30011","Vidovec",,0,20801,"208_6"
140,"0_3","0_3_14001_140_30007","Tomislavov dom",,0,14001,"140_3"
227,"0_3","0_3_22702_227_30039","Grač. dolje",,0,22702,"227_6"
223,"0_3","0_3_22301_223_30021","Dubec",,0,22301,"223_5"
168,"0_3","0_3_16801_168_30039","Prečko",,0,16801,"168_1"
213,"0_3","0_3_21301_213_30009","Jalševec",,0,21301,"213_4"
210,"0_3","0_3_21002_210_30026","Dubrava",,1,21002,"210_6"
237,"0_3","0_3_23701_237_30012","Kvat. trg",,1,23701,"237_2"
110,"0_3","0_3_11002_110_30031","Botinec",,0,11002,"110_1"
230,"0_3","0_3_23201_230_30031","Gran. Novaki",,0,23201,"230_5"
295,"0_3","0_3_29502_295_30049","Sajam Jakuševec",,0,29502,"295_5"
270,"0_3","0_3_26101_270_30007","Blaguša",,0,26101,"270_4"
128,"0_3","0_3_12801_128_30014","Črnomerec",,1,12801,"128_4"
235,"0_3","0_3_23501_235_30010","Dubrava",,1,23501,"235_2"
121,"0_3","0_3_12101_121_30097","Gajnice",,0,12101,
214,"0_3","0_3_21401_214_30037","Kozari Bok",,0,21401,"214_5"
217,"0_3","0_3_21701_217_30064","Kvat. trg",,1,21701,"217_8"
109,"0_3","0_3_10903_109_30041","Dugave",,0,10903,"109_3"
121,"0_3","0_3_12102_121_30022","Črnomerec",,1,12102,"121_5"
134,"0_3","0_3_13402_134_30018","Črnomerec",,1,13402,"134_2"
150,"0_3","0_3_15001_150_30013","T.b.J.Jelačića",,0,15001,"150_4"
221,"0_3","0_3_22101_221_30097","Travno",,0,22101,"221_1"
5,"0_3","0_3_508_5_30296","Prečko",,1,508,"5_37"
227,"0_3","0_3_22701_227_30040","Svetice",,1,22701,"227_5"
6,"0_3","0_3_606_6_30654","Črnomerec",,1,606,
6,"0_3","0_3_601_6_30649","Savski gaj",,0,601,
15,"0_3","0_3_1501_15_30174","Mihaljevac",,1,1501,"15_2"
268,"0_3","0_3_26805_268_30094","Gl.kolodvor",,1,26805,"268_2"
15,"0_3","0_3_1502_15_30205","Grač. dolje",,0,1502,"15_1"
11,"0_3","0_3_1102_11_30576","Črnomerec",,1,1102,"11_20"
7,"0_3","0_3_705_7_30293","Dubrava",,0,705,"7_2"
14,"0_3","0_3_1405_14_30643","Savski gaj-rotor",,0,1405,
4,"0_3","0_3_404_4_30441","Dubec",,0,404,"4_3"
14,"0_3","0_3_1410_14_30798","Mihaljevac",,1,1410,
12,"0_3","0_3_1205_12_30435","Dubrava",,0,1205,"12_1"
5,"0_3","0_3_504_5_30305","Park Maksimir",,0,504,"5_17"
9,"0_3","0_3_903_9_30449","Borongaj",,0,903,"9_1"
242,"0_3","0_3_24201_242_30020","Gl.kolodvor",,1,24201,"242_2"
161,"0_3","0_3_16101_161_30032","Savski most",,1,16101,
229,"0_3","0_3_22901_229_30009","Mala Mlaka",,0,22901,"229_7"
146,"0_3","0_3_14601_146_30045","Jankomir",,0,14601,"146_4"
277,"0_3","0_3_28001_277_30002","Sesvete",,1,28001,"277_8"
215,"0_3","0_3_21501_215_30030","Kvat. trg",,1,21501,"215_2"
215,"0_3","0_3_21502_215_30031","Trnava",,0,21502,"215_3"
123,"0_3","0_3_12202_123_30025","Pods. Dolje",,0,12202,"123_3"
123,"0_3","0_3_12201_123_30020","Črnomerec",,1,12201,"123_2"
120,"0_3","0_3_12002_120_30019","Prečko",,0,12002,"120_6"
177,"0_3","0_3_12001_177_30001","G. Bistra",,0,12001,"177_2"
118,"0_3","0_3_11802_118_30046","Trg Mažur.",,1,11802,"118_1"
117,"0_3","0_3_11701_117_30010","Črnomerec",,1,11701,"117_2"
112,"0_3","0_3_11201_112_30013","Lučko",,0,11201,"112_4"
17,"0_3","0_3_1712_17_30682","Prečko",,1,1712,"17_3"
17,"0_3","0_3_1706_17_30741","Borongaj",,0,1706,"17_2"
13,"0_3","0_3_1309_13_30554","Žitnjak",,1,1309,"13_30"
2,"0_3","0_3_201_2_30289","Savišće",,0,201,"2_9"
11,"0_3","0_3_1108_11_30609","Dubec",,0,1108,"11_3"
7,"0_3","0_3_701_7_30344","Savski most",,1,701,"7_68"
12,"0_3","0_3_1201_12_30364","Ljubljanica",,1,1201,"12_11"
13,"0_3","0_3_1305_13_30383","Kvat. trg",,0,1305,"13_7"
220,"0_3","0_3_22002_220_30056","Gl.kolodvor",,1,22002,"220_2"
9,"0_3","0_3_907_9_30340","Ljubljanica",,1,907,"9_2"
4,"0_3","0_3_409_4_30440","Savski most",,1,409,"4_7"
220,"0_3","0_3_22001_220_30059","Dugave",,0,22001,"220_7"
276,"0_3","0_3_21601_276_30014","Kvat. trg",,1,21601,"276_5"
212,"0_3","0_3_21202_212_30090","Dubec",,1,21202,"212_7"
212,"0_3","0_3_21201_212_30091","Sesvete",,0,21201,"212_1"
124,"0_3","0_3_12401_124_30029","G.Stenjevec",,0,12401,"124_3"
106,"0_3","0_3_10602_106_30093","Krematorij",,0,10602,"106_3"
224,"0_3","0_3_22401_224_30007","Novoselec",,0,22401,"224_3"
110,"0_3","0_3_11002_110_30032","Savski most",,1,11002,"110_2"
106,"0_3","0_3_10601_106_30084","Kaptol",,1,10601,"106_4"
201,"0_3","0_3_20101_201_30025","Kvat. trg",,0,20101,"201_3"
149,"0_3","0_3_12901_149_30017","Vrhovec",,0,12901,
206,"0_3","0_3_20601_206_30058","Dubrava",,1,20601,"206_2"
127,"0_3","0_3_12701_127_30059","Mikulići",,0,12701,"127_5"
218,"0_3","0_3_21801_218_30041","Borovje",,0,21801,"218_4"
125,"0_3","0_3_12501_125_30029","G. Vrapče",,0,12501,"125_3"
115,"0_3","0_3_11501_115_30026","Ljubljanica",,1,11501,"115_5"
267,"0_3","0_3_26701_267_30001","Markovo polje",,0,26701,"267_1"
126,"0_3","0_3_12601_126_30015","Krvarić",,0,12601,"126_1"
234,"0_3","0_3_23401_234_30013","Lanište",,0,23401,"234_6"
124,"0_3","0_3_13001_124_30032","Črnomerec",,1,13001,"124_2"
115,"0_3","0_3_11502_115_30023","Špansko-Jank.",,0,11502,"115_6"
116,"0_3","0_3_11601_116_30014","Ljubljanica",,1,11601,"116_2"
14,"0_3","0_3_1406_14_30665","Savski gaj-rotor",,0,1406,
14,"0_3","0_3_1401_14_30816","Mihaljevac",,1,1401,
6,"0_3","0_3_607_6_30674","Črnomerec",,1,607,
6,"0_3","0_3_602_6_30675","Savski gaj",,0,602,
5,"0_3","0_3_509_5_30312","Prečko",,1,509,"5_37"
12,"0_3","0_3_1206_12_30453","Dubrava",,0,1206,"12_1"
11,"0_3","0_3_1103_11_30606","Črnomerec",,1,1103,"11_20"
15,"0_3","0_3_1502_15_30188","Mihaljevac",,1,1502,"15_2"
15,"0_3","0_3_1501_15_30211","Grač. dolje",,0,1501,"15_1"
2,"0_3","0_3_205_2_30306","Črnomerec",,1,205,"2_8"
136,"0_3","0_3_13602_136_30028","Črnomerec",,1,13602,"136_2"
9,"0_3","0_3_904_9_30463","Borongaj",,0,904,"9_1"
290,"0_3","0_3_29001_290_30022","Kvat. trg",,1,29001,"290_2"
136,"0_3","0_3_13601_136_30025","Špansko",,0,13601,"136_5"
226,"0_3","0_3_22602_226_30021","Svetice",,0,22602,"226_3"
110,"0_3","0_3_11001_110_30033","Botinec",,0,11001,"110_1"
202,"0_3","0_3_20102_202_30030","Kvat. trg",,1,20102,"202_2"
119,"0_3","0_3_11901_119_30012","Črnomerec",,1,11901,"119_2"
103,"0_3","0_3_13801_103_30007","Kraljevec",,0,13801,"103_1"
279,"0_3","0_3_27901_279_30032","Dubec",,1,27901,"279_5"
118,"0_3","0_3_11801_118_30043","Voltino",,0,11801,"118_2"
295,"0_3","0_3_29501_295_30053","Šišićeva",,0,29501,
269,"0_3","0_3_26902_269_30057","Ses.Kraljev.",,0,26902,"269_16"
150,"0_3","0_3_15001_150_30014","G. Tuškanac",,1,15001,"150_5"
107,"0_3","0_3_10701_107_30026","RT Jankomir",,1,10701,"107_3"
295,"0_3","0_3_29502_295_30026","Zapruđe",,1,29502,"295_6"
232,"0_3","0_3_23001_232_30009","Čret-Melinišće",,0,23001,"232_15"
268,"0_3","0_3_26803_268_30107","V. Gorica",,0,26803,"268_17"
4,"0_3","0_3_405_4_30457","Dubec",,0,405,"4_3"
17,"0_3","0_3_1701_17_30712","Prečko",,1,1701,"17_3"
17,"0_3","0_3_1707_17_30767","Borongaj",,0,1707,"17_2"
7,"0_3","0_3_706_7_30309","Dubrava",,0,706,"7_2"
268,"0_3","0_3_26801_268_30098","Gl.kolodvor",,1,26801,"268_2"
5,"0_3","0_3_505_5_30321","Park Maksimir",,0,505,"5_17"
221,"0_3","0_3_22101_221_30098","Gl.kolodvor",,1,22101,"221_2"
14,"0_3","0_3_1407_14_30687","Savski gaj-rotor",,0,1407,
11,"0_3","0_3_1109_11_30637","Dubec",,0,1109,"11_3"
14,"0_3","0_3_1402_14_30836","Mihaljevac",,1,1402,
12,"0_3","0_3_1202_12_30384","Ljubljanica",,1,1202,"12_11"
9,"0_3","0_3_901_9_30354","Ljubljanica",,1,901,"9_2"
172,"0_3","0_3_17202_172_30021","Zaprešić",,0,17202,"172_12"
205,"0_3","0_3_20501_205_30044","Dubrava",,1,20501,"205_2"
209,"0_3","0_3_20901_209_30020","Dubrava",,1,20901,"209_2"
131,"0_3","0_3_13101_131_30013","Bizek",,0,13101,"131_3"
284,"0_3","0_3_28001_284_30001","Ivanja Reka",,0,28001,"284_3"
221,"0_3","0_3_22102_221_30103","Travno",,0,22102,"221_1"
226,"0_3","0_3_22601_226_30024","Kaptol",,1,22601,"226_1"
135,"0_3","0_3_13501_135_30028","Črnomerec",,1,13501,"135_2"
109,"0_3","0_3_10904_109_30043","Dugave",,0,10904,"109_3"
280,"0_3","0_3_26201_280_30007","Šimunčevec",,0,26201,"280_3"
121,"0_3","0_3_12101_121_30024","Črnomerec",,1,12101,"121_5"
128,"0_3","0_3_12801_128_30015","Lukšić",,0,12801,"128_3"
205,"0_3","0_3_20502_205_30037","Bidrovec",,0,20502,"205_7"
231,"0_3","0_3_23101_231_30022","Borongaj",,1,23101,"231_8"
109,"0_3","0_3_10902_109_30052","Črnomerec",,1,10902,"109_2"
101,"0_3","0_3_10101_101_30023","Šestine",,0,10101,
282,"0_3","0_3_28201_282_30025","Novi Jelkovec",,0,28201,"282_3"
271,"0_3","0_3_27101_271_30005","Glavnica D.",,0,27101,"271_8"
141,"0_3","0_3_13901_141_30015","Reljkovićeva",,0,13901,"141_1"
113,"0_3","0_3_11302_113_30023","Jezero Jarun",,0,11302,"113_7"
113,"0_3","0_3_11301_113_30022","Ljubljanica",,1,11301,"113_6"
172,"0_3","0_3_17201_172_30020","Črnomerec",,1,17201,"172_11"
118,"0_3","0_3_11803_118_30050","Trg Mažur.",,1,11803,"118_1"
13,"0_3","0_3_1301_13_30578","Žitnjak",,1,1301,"13_30"
2,"0_3","0_3_202_2_30307","Savišće",,0,202,"2_9"
6,"0_3","0_3_608_6_30698","Črnomerec",,1,608,
4,"0_3","0_3_401_4_30460","Savski most",,1,401,"4_7"
13,"0_3","0_3_1306_13_30405","Kvat. trg",,0,1306,"13_7"
6,"0_3","0_3_603_6_30699","Savski gaj",,0,603,
7,"0_3","0_3_702_7_30366","Savski most",,1,702,"7_68"
12,"0_3","0_3_1207_12_30471","Dubrava",,0,1207,"12_1"
11,"0_3","0_3_1104_11_30628","Črnomerec",,1,1104,"11_20"
15,"0_3","0_3_1501_15_30194","Mihaljevac",,1,1501,"15_2"
15,"0_3","0_3_1502_15_30225","Grač. dolje",,0,1502,"15_1"
273,"0_3","0_3_27301_273_30006","Dubec",,1,27301,"273_6"
174,"0_3","0_3_18201_174_30004","Zaprešić",,1,18201,"174_9"
121,"0_3","0_3_12102_121_30105","Gajnice",,0,12102,
201,"0_3","0_3_20102_201_30030","Kaptol",,1,20102,"201_1"
315,"0_3","0_3_31501_315_30012","Savski most",,1,31501,"315_1"
241,"0_3","0_3_24101_241_30013","Veliko Polje",,0,24101,"241_3"
110,"0_3","0_3_11001_110_30034","Savski most",,1,11001,"110_2"
215,"0_3","0_3_21502_215_30032","Kvat. trg",,1,21502,"215_2"
203,"0_3","0_3_20301_203_30036","Svetice",,1,20301,"203_12"
209,"0_3","0_3_20902_209_30021","Čučerje",,0,20902,"209_8"
9,"0_3","0_3_905_9_30483","Borongaj",,0,905,"9_1"
103,"0_3","0_3_13801_103_30008","Britan. trg",,1,13801,"103_2"
5,"0_3","0_3_501_5_30324","Prečko",,1,501,"5_37"
14,"0_3","0_3_1408_14_30703","Savski gaj-rotor",,0,1408,
14,"0_3","0_3_1403_14_30860","Mihaljevac",,1,1403,
17,"0_3","0_3_1702_17_30734","Prečko",,1,1702,"17_3"
17,"0_3","0_3_1708_17_30795","Borongaj",,0,1708,"17_2"
4,"0_3","0_3_406_4_30475","Dubec",,0,406,"4_3"
2,"0_3","0_3_206_2_30322","Črnomerec",,1,206,"2_8"
11,"0_3","0_3_1110_11_30659","Dubec",,0,1110,"11_3"
220,"0_3","0_3_22001_220_30060","Gl.kolodvor",,1,22001,"220_2"
5,"0_3","0_3_506_5_30335","Park Maksimir",,0,506,"5_17"
218,"0_3","0_3_21801_218_30042","Gl.kolodvor",,1,21801,"218_2"
215,"0_3","0_3_21501_215_30033","Trnava",,0,21501,"215_3"
149,"0_3","0_3_12901_149_30018","Kuniščak",,1,12901,
127,"0_3","0_3_12701_127_30016","Črnomerec",,1,12701,"127_4"
213,"0_3","0_3_21301_213_30010","Dubrava",,1,21301,"213_1"
126,"0_3","0_3_12601_126_30016","Črnomerec",,1,12601,"126_2"
227,"0_3","0_3_22701_227_30041","Grač. dolje",,0,22701,"227_6"
133,"0_3","0_3_13301_133_30009","Čehi",,0,13301,"133_10"
237,"0_3","0_3_23701_237_30017","Kozari Putevi",,0,23701,"237_1"
212,"0_3","0_3_21202_212_30097","Sesvete",,0,21202,"212_1"
134,"0_3","0_3_13401_134_30020","Črnomerec",,1,13401,"134_2"
123,"0_3","0_3_12202_123_30024","Črnomerec",,1,12202,"123_2"
134,"0_3","0_3_13402_134_30105","Prečko",,0,13402,
212,"0_3","0_3_21201_212_30094","Dubec",,1,21201,"212_7"
217,"0_3","0_3_21701_217_30061","Struge",,0,21701,"217_1"
235,"0_3","0_3_23501_235_30011","Kozari Bok",,0,23501,"235_1"
295,"0_3","0_3_29502_295_30057","Sajam Jakuševec",,0,29502,"295_5"
210,"0_3","0_3_21002_210_30031","Novi Retkovec",,0,21002,"210_7"
217,"0_3","0_3_21702_217_30076","Kvat. trg",,1,21702,"217_6"
137,"0_3","0_3_13701_137_30011","Per.-Borčec",,0,13701,"137_3"
281,"0_3","0_3_28101_281_30015","Novi Jelkovec",,0,28101,"281_4"
210,"0_3","0_3_21001_210_30028","Dubrava",,1,21001,"210_6"
118,"0_3","0_3_11802_118_30047","Voltino",,0,11802,"118_2"
143,"0_3","0_3_14201_143_30007","Orešje",,0,14201,"143_3"
281,"0_3","0_3_28102_281_30018","Gl.kolodvor",,1,28102,"281_3"
150,"0_3","0_3_15001_150_30015","T.b.J.Jelačića",,0,15001,"150_4"
269,"0_3","0_3_26901_269_30054","Borongaj",,1,26901,"269_15"
225,"0_3","0_3_22501_225_30011","Kozari Bok",,0,22501,"225_13"
101,"0_3","0_3_10101_101_30024","Britan. trg",,1,10101,
208,"0_3","0_3_20801_208_30012","Dubrava",,1,20801,"208_2"
220,"0_3","0_3_22002_220_30063","Dugave",,0,22002,"220_7"
12,"0_3","0_3_1203_12_30408","Ljubljanica",,1,1203,"12_11"
233,"0_3","0_3_23301_233_30012","Mihaljevac",,1,23301,"233_4"
206,"0_3","0_3_20601_206_30061","Miroševec",,0,20601,"206_1"
105,"0_3","0_3_10501_105_30019","Britan. trg",,0,10501,"105_1"
232,"0_3","0_3_23001_232_30010","Dubrava",,1,23001,"232_11"
202,"0_3","0_3_20101_202_30029","Kozjak",,0,20101,"202_1"
106,"0_3","0_3_10601_106_30097","Krematorij",,0,10601,"106_3"
110,"0_3","0_3_11002_110_30035","Botinec",,0,11002,"110_1"
268,"0_3","0_3_26804_268_30111","V. Gorica",,0,26804,"268_17"
223,"0_3","0_3_22301_223_30022","Dubrava",,1,22301,"223_4"
106,"0_3","0_3_10602_106_30094","Kaptol",,1,10602,"106_4"
203,"0_3","0_3_20302_203_30039","Kaptol",,0,20302,"203_13"
204,"0_3","0_3_20401_204_30015","Kvat. trg",,0,20401,"204_2"
214,"0_3","0_3_21401_214_30038","Koledinečka",,1,21401,"214_6"
9,"0_3","0_3_902_9_30370","Ljubljanica",,1,902,"9_2"
227,"0_3","0_3_22702_227_30044","Svetice",,1,22702,"227_5"
6,"0_3","0_3_609_6_30726","Črnomerec",,1,609,
7,"0_3","0_3_707_7_30333","Dubrava",,0,707,"7_2"
268,"0_3","0_3_26802_268_30102","Gl.kolodvor",,1,26802,"268_2"
12,"0_3","0_3_1208_12_30489","Dubrava",,0,1208,"12_1"
6,"0_3","0_3_604_6_30725","Savski gaj",,0,604,
228,"0_3","0_3_22801_228_30019","Borongaj",,0,22801,"228_2"
14,"0_3","0_3_1409_14_30723","Savski gaj-rotor",,0,1409,
14,"0_3","0_3_1404_14_30878","Mihaljevac",,1,1404,
4,"0_3","0_3_402_4_30478","Savski most",,1,402,"4_7"
13,"0_3","0_3_1302_13_30606","Žitnjak",,1,1302,"13_30"
124,"0_3","0_3_12401_124_30036","Črnomerec",,1,12401,"124_2"
115,"0_3","0_3_11502_115_30028","Ljubljanica",,1,11502,"115_5"
290,"0_3","0_3_29003_290_30023","V. Gorica",,0,29003,"290_1"
132,"0_3","0_3_13201_132_30010","Savski most",,1,13201,"132_6"
125,"0_3","0_3_12501_125_30030","Črnomerec",,1,12501,"125_2"
118,"0_3","0_3_11801_118_30052","Trg Mažur.",,1,11801,"118_1"
234,"0_3","0_3_23401_234_30014","Gl.kolodvor",,1,23401,"234_7"
115,"0_3","0_3_11501_115_30025","Špansko-Jank.",,0,11501,"115_6"
120,"0_3","0_3_12002_120_30020","Črnomerec",,1,12002,"120_5"
267,"0_3","0_3_26701_267_30002","Dubec",,1,26701,"267_2"
122,"0_3","0_3_12201_122_30015","Susedgrad",,0,12201,"122_16"
242,"0_3","0_3_24201_242_30023","Podbrežje",,0,24201,"242_4"
282,"0_3","0_3_28201_282_30024","Sesvete",,1,28201,"282_1"
9,"0_3","0_3_906_9_30499","Borongaj",,0,906,"9_1"
11,"0_3","0_3_1105_11_30654","Črnomerec",,1,1105,"11_20"
13,"0_3","0_3_1307_13_30427","Kvat. trg",,0,1307,"13_7"
143,"0_3","0_3_14201_143_30012","Vrapčanska aleja",,1,14201,"143_2"
136,"0_3","0_3_13601_136_30030","Črnomerec",,1,13601,"136_2"
15,"0_3","0_3_1502_15_30208","Mihaljevac",,1,1502,"15_2"
15,"0_3","0_3_1501_15_30231","Grač. dolje",,0,1501,"15_1"
7,"0_3","0_3_703_7_30384","Savski most",,1,703,"7_68"
2,"0_3","0_3_203_2_30321","Savišće",,0,203,"2_9"
17,"0_3","0_3_1703_17_30756","Prečko",,1,1703,"17_3"
221,"0_3","0_3_22102_221_30104","Gl.kolodvor",,1,22102,"221_2"
136,"0_3","0_3_13602_136_30027","Špansko",,0,13602,"136_5"
17,"0_3","0_3_1710_17_30825","Borongaj",,0,1710,"17_2"
5,"0_3","0_3_502_5_30334","Prečko",,1,502,"5_37"
4,"0_3","0_3_407_4_30497","Dubec",,0,407,"4_3"
221,"0_3","0_3_22101_221_30111","Travno",,0,22101,"221_1"
113,"0_3","0_3_11301_113_30025","Jezero Jarun",,0,11301,"113_7"
162,"0_3","0_3_11101_162_30032","Savski most",,1,11101,
109,"0_3","0_3_10901_109_30045","Dugave",,0,10901,"109_3"
102,"0_3","0_3_10202_102_30016","Britan. trg",,1,10202,"102_6"
279,"0_3","0_3_27901_279_30035","Novi Jelkovec",,0,27901,"279_6"
206,"0_3","0_3_20601_206_30062","Dubrava",,1,20601,"206_2"
284,"0_3","0_3_28001_284_30002","Sesvete",,1,28001,"284_4"
269,"0_3","0_3_26903_269_30061","Ses.Kraljev.",,0,26903,"269_16"
128,"0_3","0_3_12801_128_30016","Črnomerec",,1,12801,"128_4"
168,"0_3","0_3_16801_168_30036","Savski most",,1,16801,"168_2"
116,"0_3","0_3_11601_116_30019","Podsus-most",,0,11601,"116_3"
224,"0_3","0_3_22401_224_30014","Dubec",,1,22401,"224_2"
272,"0_3","0_3_27201_272_30009","Moravče",,0,27201,"272_3"
110,"0_3","0_3_11002_110_30036","Savski most",,1,11002,"110_2"
109,"0_3","0_3_10903_109_30056","Črnomerec",,1,10903,"109_2"
117,"0_3","0_3_11701_117_30041","Jarun",,0,11701,
146,"0_3","0_3_14601_146_30056","Reljkovićeva",,1,14601,"146_3"
138,"0_3","0_3_13801_138_30017","Britan. trg",,0,13801,"138_1"
102,"0_3","0_3_10201_102_30021","Mihaljevac",,0,10201,"102_5"
176,"0_3","0_3_17601_176_30008","Črnomerec",,1,17601,"176_5"
9,"0_3","0_3_903_9_30386","Ljubljanica",,1,903,"9_2"
12,"0_3","0_3_1204_12_30426","Ljubljanica",,1,1204,"12_11"
11,"0_3","0_3_1101_11_30685","Dubec",,0,1101,"11_3"
14,"0_3","0_3_1410_14_30743","Savski gaj-rotor",,0,1410,
14,"0_3","0_3_1405_14_30902","Mihaljevac",,1,1405,
6,"0_3","0_3_610_6_30754","Črnomerec",,1,610,
12,"0_3","0_3_1209_12_30509","Dubrava",,0,1209,"12_1"
5,"0_3","0_3_507_5_30347","Park Maksimir",,0,507,"5_17"
6,"0_3","0_3_605_6_30753","Savski gaj",,0,605,
2,"0_3","0_3_207_2_30336","Črnomerec",,1,207,"2_8"
118,"0_3","0_3_11803_118_30051","Voltino",,0,11803,"118_2"
270,"0_3","0_3_26101_270_30010","Dubec",,1,26101,"270_6"
110,"0_3","0_3_11001_110_30037","Botinec",,0,11001,"110_1"
295,"0_3","0_3_29501_295_30061","Šišićeva",,0,29501,
216,"0_3","0_3_21601_216_30003","Ivanja Reka",,0,21601,"216_4"
121,"0_3","0_3_12102_121_30026","Črnomerec",,1,12102,"121_5"
205,"0_3","0_3_20502_205_30048","Dubrava",,1,20502,"205_2"
230,"0_3","0_3_23201_230_30036","Dubrava",,1,23201,"230_2"
295,"0_3","0_3_29502_295_30030","Zapruđe",,1,29502,"295_6"
264,"0_3","0_3_26401_264_30006","Dubec",,1,26401,"264_2"
113,"0_3","0_3_11302_113_30024","Ljubljanica",,1,11302,"113_6"
268,"0_3","0_3_26805_268_30115","V. Gorica",,0,26805,"268_17"
233,"0_3","0_3_23301_233_30011","Markuševec",,0,23301,"233_2"
274,"0_3","0_3_27001_274_30006","Dubec",,1,27001,"274_6"
263,"0_3","0_3_26301_263_30023","Planina Gornja",,0,26301,"263_3"
229,"0_3","0_3_22901_229_30008","Gl.kolodvor",,1,22901,"229_6"
129,"0_3","0_3_12901_129_30037","Šestinski dol",,0,12901,"129_1"
119,"0_3","0_3_11901_119_30015","Podsused",,0,11901,"119_5"
261,"0_3","0_3_23001_261_30011","Goranec",,0,23001,"261_5"
161,"0_3","0_3_16101_161_30039","Štrpet",,0,16101,
131,"0_3","0_3_13101_131_30012","Črnomerec",,1,13101,"131_2"
121,"0_3","0_3_12101_121_30117","Gajnice",,0,12101,
263,"0_3","0_3_26302_263_30028","Dubec",,1,26302,"263_2"
201,"0_3","0_3_20102_201_30029","Kvat. trg",,0,20102,"201_3"
150,"0_3","0_3_15001_150_30016","G. Tuškanac",,1,15001,"150_5"
9,"0_3","0_3_907_9_30517","Borongaj",,0,907,"9_1"
4,"0_3","0_3_403_4_30496","Savski most",,1,403,"4_7"
13,"0_3","0_3_1304_13_30622","Kvat. trg",,1,1304,"13_11"
268,"0_3","0_3_26803_268_30106","Gl.kolodvor",,1,26803,"268_2"
7,"0_3","0_3_709_7_30349","Dubrava",,0,709,"7_2"
11,"0_3","0_3_1107_11_30686","Črnomerec",,1,1107,"11_20"
15,"0_3","0_3_1501_15_30214","Mihaljevac",,1,1501,"15_2"
15,"0_3","0_3_1502_15_30245","Grač. dolje",,0,1502,"15_1"
7,"0_3","0_3_704_7_30398","Savski most",,1,704,"7_68"
13,"0_3","0_3_1303_13_30630","Žitnjak",,1,1303,"13_30"
17,"0_3","0_3_1705_17_30792","Prečko",,1,1705,"17_3"
17,"0_3","0_3_1711_17_30853","Borongaj",,0,1711,"17_2"
220,"0_3","0_3_22002_220_30064","Gl.kolodvor",,1,22002,"220_2"
14,"0_3","0_3_1401_14_30763","Savski gaj-rotor",,0,1401,
14,"0_3","0_3_1406_14_30922","Mihaljevac",,1,1406,
13,"0_3","0_3_1308_13_30451","Kvat. trg",,0,1308,"13_7"
212,"0_3","0_3_21201_212_30101","Sesvete",,0,21201,"212_1"
130,"0_3","0_3_13001_130_30009","Borčec",,0,13001,"130_5"
290,"0_3","0_3_29002_290_30024","Kvat. trg",,1,29002,"290_2"
202,"0_3","0_3_20101_202_30032","Kvat. trg",,1,20101,"202_2"
107,"0_3","0_3_10701_107_30025","Žitnjak-okr.",,0,10701,"107_2"
231,"0_3","0_3_23101_231_30037","Dubec",,0,23101,"231_11"
127,"0_3","0_3_12701_127_30067","Mikulići",,0,12701,"127_5"
17,"0_3","0_3_1709_17_30859","Borongaj",,0,1709,"17_14"
215,"0_3","0_3_21502_215_30035","Trnava",,0,21502,"215_3"
106,"0_3","0_3_10601_106_30098","Kaptol",,1,10601,"106_4"
118,"0_3","0_3_11802_118_30056","Trg Mažur.",,1,11802,"118_1"
220,"0_3","0_3_22001_220_30067","Dugave",,0,22001,"220_7"
212,"0_3","0_3_21202_212_30100","Dubec",,1,21202,"212_7"
106,"0_3","0_3_10602_106_30101","Krematorij",,0,10602,"106_3"
215,"0_3","0_3_21501_215_30034","Kvat. trg",,1,21501,"215_2"
126,"0_3","0_3_12601_126_30017","Krvarić",,0,12601,"126_1"
9,"0_3","0_3_904_9_30400","Ljubljanica",,1,904,"9_2"
5,"0_3","0_3_503_5_30348","Prečko",,1,503,"5_37"
12,"0_3","0_3_1205_12_30446","Ljubljanica",,1,1205,"12_11"
2,"0_3","0_3_204_2_30335","Savišće",,0,204,"2_9"
4,"0_3","0_3_408_4_30513","Dubec",,0,408,"4_3"
11,"0_3","0_3_1102_11_30711","Dubec",,0,1102,"11_3"
6,"0_3","0_3_601_6_30778","Črnomerec",,1,601,
12,"0_3","0_3_1201_12_30529","Dubrava",,0,1201,"12_1"
6,"0_3","0_3_606_6_30781","Savski gaj",,0,606,
